,Job Title,Company,Job Brief,Deadline Date,Deadline Time,Job Description
66,Graduate Trainee - Marketing/Sales - 18-Month Contract,Pfizer,"Pfizer endeavors to continuous drug development to patients in need. To make these breakthroughs visible to our community, you as a young talent will be a key ambassador to demonstrate our value of “Patients in Focus/Patients Centricity”.",10/02/2024,1800,"The Programme Why Patients Need You?  Pfizer endeavors to continuous drug development to patients in need. To make these breakthroughs visible to our community, you as a young talent will be a key ambassador to demonstrate our value of “Patients in Focus/Patients Centricity”.   Through job rotations in different departments, you will be empowered and play a vital role in making our key stakeholders understand how we could impact patients’ lives in a meaningful way.  What You Will Achieve?  You will support the development of Pfizer’s strategy to drive breakthroughs that change patients’ lives.  While understanding the work environment in a bio-pharmaceutical company and Hong Kong healthcare system, you will also gain valuable insights and connections through participating or leading projects with internal and external parties.   Through the extensive exposure to different training sites, you will be fostered under a culture that promotes values of excellence, courage, joy and equity within Pfizer and to the public.   You will also develop your professional knowledge and other capabilities such as interpersonal skills and time management through managing projects from diverse channels.  How You Will Achieve It?  PLATFORM FOR ACQUIRING PRACTICAL EXPERIENCE  To gain practical skillset and competencies through on-the-job training.  DEVELOPMENT OF CAREER INTERESTS  To develop career path along the way during the program.  THROUGH JOB ROTATIONS IN TRAINING SITES     To select major development areas based on career aspirations, potential capabilities, and organizational needs, including but not limited to below departments: Sales & Marketing. Regulatory Affairs & Medical Affairs. External Communications Policy & Public Affairs. Legal and Compliance. People Experience. Digital. Required Skills and Abilities EDUCATION AND EXPERIENCE Final year university students in any discipline or recent graduate with less than two years of working experience. SKILLS REQUIREMENTS Excellent communication & presentation skills with high proficiency in English, Cantonese and Putonghua. Purpose and value driven. Agile and macro-mind thinking. A team-player with high versatility. Good analytical skills. Innovative and eager to learn.Passionate about long-term career development in the pharmaceutical industry. About Us:  Breakthroughs That Change Patients' Lives: Pfizer is a leading research-based biopharmaceutical company.   We apply science and our global resources to deliver innovative therapies that extend and significantly improve lives.   Every day, Pfizer colleagues work across developed and emerging markets to advance wellness, prevention, treatments and cures that challenge the most feared diseases of our time. "
67,Graduate Trainee - Law - 18-Month Contract,Pfizer,"Pfizer endeavors to continuous drug development to patients in need. To make these breakthroughs visible to our community, you as a young talent will be a key ambassador to demonstrate our value of “Patients in Focus/Patients Centricity”.",10/02/2024,1800,"The Programme Why Patients Need You?  Pfizer endeavors to continuous drug development to patients in need. To make these breakthroughs visible to our community, you as a young talent will be a key ambassador to demonstrate our value of “Patients in Focus/Patients Centricity”.   Through job rotations in different departments, you will be empowered and play a vital role in making our key stakeholders understand how we could impact patients’ lives in a meaningful way.  What You Will Achieve?  You will support the development of Pfizer’s strategy to drive breakthroughs that change patients’ lives.  While understanding the work environment in a bio-pharmaceutical company and Hong Kong healthcare system, you will also gain valuable insights and connections through participating or leading projects with internal and external parties.   Through the extensive exposure to different training sites, you will be fostered under a culture that promotes values of excellence, courage, joy and equity within Pfizer and to the public.   You will also develop your professional knowledge and other capabilities such as interpersonal skills and time management through managing projects from diverse channels.  How You Will Achieve It?  PLATFORM FOR ACQUIRING PRACTICAL EXPERIENCE  To gain practical skillset and competencies through on-the-job training.  DEVELOPMENT OF CAREER INTERESTS  To develop career path along the way during the program.  THROUGH JOB ROTATIONS IN TRAINING SITES     To select major development areas based on career aspirations, potential capabilities, and organizational needs, including but not limited to below departments: Sales & Marketing. Regulatory Affairs & Medical Affairs. External Communications Policy & Public Affairs. Legal and Compliance. People Experience. Digital. Required Skills and Abilities EDUCATION AND EXPERIENCE Final year university students in any discipline or recent graduate with less than two years of working experience. SKILLS REQUIREMENTS Excellent communication & presentation skills with high proficiency in English, Cantonese and Putonghua. Purpose and value driven. Agile and macro-mind thinking. A team-player with high versatility. Good analytical skills. Innovative and eager to learn.Passionate about long-term career development in the pharmaceutical industry. About Us:  Breakthroughs That Change Patients' Lives: Pfizer is a leading research-based biopharmaceutical company.   We apply science and our global resources to deliver innovative therapies that extend and significantly improve lives.   Every day, Pfizer colleagues work across developed and emerging markets to advance wellness, prevention, treatments and cures that challenge the most feared diseases of our time. "
68,Graduate Trainee - Communications - 18-Month Contract,Pfizer,"Pfizer endeavors to continuous drug development to patients in need. To make these breakthroughs visible to our community, you as a young talent will be a key ambassador to demonstrate our value of “Patients in Focus/Patients Centricity”.",10/02/2024,1800,"The Programme Why Patients Need You?  Pfizer endeavors to continuous drug development to patients in need. To make these breakthroughs visible to our community, you as a young talent will be a key ambassador to demonstrate our value of “Patients in Focus/Patients Centricity”.   Through job rotations in different departments, you will be empowered and play a vital role in making our key stakeholders understand how we could impact patients’ lives in a meaningful way.  What You Will Achieve?  You will support the development of Pfizer’s strategy to drive breakthroughs that change patients’ lives.  While understanding the work environment in a bio-pharmaceutical company and Hong Kong healthcare system, you will also gain valuable insights and connections through participating or leading projects with internal and external parties.   Through the extensive exposure to different training sites, you will be fostered under a culture that promotes values of excellence, courage, joy and equity within Pfizer and to the public.   You will also develop your professional knowledge and other capabilities such as interpersonal skills and time management through managing projects from diverse channels.  How You Will Achieve It?  PLATFORM FOR ACQUIRING PRACTICAL EXPERIENCE  To gain practical skillset and competencies through on-the-job training.  DEVELOPMENT OF CAREER INTERESTS  To develop career path along the way during the program.  THROUGH JOB ROTATIONS IN TRAINING SITES     To select major development areas based on career aspirations, potential capabilities, and organizational needs, including but not limited to below departments: Sales & Marketing. Regulatory Affairs & Medical Affairs. External Communications Policy & Public Affairs. Legal and Compliance. People Experience. Digital. Required Skills and Abilities EDUCATION AND EXPERIENCE Final year university students in any discipline or recent graduate with less than two years of working experience. SKILLS REQUIREMENTS Excellent communication & presentation skills with high proficiency in English, Cantonese and Putonghua. Purpose and value driven. Agile and macro-mind thinking. A team-player with high versatility. Good analytical skills. Innovative and eager to learn.Passionate about long-term career development in the pharmaceutical industry. About Us:  Breakthroughs That Change Patients' Lives: Pfizer is a leading research-based biopharmaceutical company.   We apply science and our global resources to deliver innovative therapies that extend and significantly improve lives.   Every day, Pfizer colleagues work across developed and emerging markets to advance wellness, prevention, treatments and cures that challenge the most feared diseases of our time. "
69,Graduate Trainee - Compliance - 18-Month Contract,Pfizer,"Pfizer endeavors to continuous drug development to patients in need. To make these breakthroughs visible to our community, you as a young talent will be a key ambassador to demonstrate our value of “Patients in Focus/Patients Centricity”.",10/02/2024,1800,"The Programme Why Patients Need You?  Pfizer endeavors to continuous drug development to patients in need. To make these breakthroughs visible to our community, you as a young talent will be a key ambassador to demonstrate our value of “Patients in Focus/Patients Centricity”.   Through job rotations in different departments, you will be empowered and play a vital role in making our key stakeholders understand how we could impact patients’ lives in a meaningful way.  What You Will Achieve?  You will support the development of Pfizer’s strategy to drive breakthroughs that change patients’ lives.  While understanding the work environment in a bio-pharmaceutical company and Hong Kong healthcare system, you will also gain valuable insights and connections through participating or leading projects with internal and external parties.   Through the extensive exposure to different training sites, you will be fostered under a culture that promotes values of excellence, courage, joy and equity within Pfizer and to the public.   You will also develop your professional knowledge and other capabilities such as interpersonal skills and time management through managing projects from diverse channels.  How You Will Achieve It?  PLATFORM FOR ACQUIRING PRACTICAL EXPERIENCE  To gain practical skillset and competencies through on-the-job training.  DEVELOPMENT OF CAREER INTERESTS  To develop career path along the way during the program.  THROUGH JOB ROTATIONS IN TRAINING SITES     To select major development areas based on career aspirations, potential capabilities, and organizational needs, including but not limited to below departments: Sales & Marketing. Regulatory Affairs & Medical Affairs. External Communications Policy & Public Affairs. Legal and Compliance. People Experience. Digital. Required Skills and Abilities EDUCATION AND EXPERIENCE Final year university students in any discipline or recent graduate with less than two years of working experience. SKILLS REQUIREMENTS Excellent communication & presentation skills with high proficiency in English, Cantonese and Putonghua. Purpose and value driven. Agile and macro-mind thinking. A team-player with high versatility. Good analytical skills. Innovative and eager to learn.Passionate about long-term career development in the pharmaceutical industry. About Us:  Breakthroughs That Change Patients' Lives: Pfizer is a leading research-based biopharmaceutical company.   We apply science and our global resources to deliver innovative therapies that extend and significantly improve lives.   Every day, Pfizer colleagues work across developed and emerging markets to advance wellness, prevention, treatments and cures that challenge the most feared diseases of our time. "
70,Graduate Trainee Program 2024 - Finance,Haitong Bank,You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.,31/03/2024,1800,"The ProgrammeWe are always looking for talented professionals to join us in the path towards success.The Graduate Trainee Program (Hong Kong) is open to final year university students or recent graduates with no more than a year’s experience who are eager to become competent functional experts in the investment banking industry.    You will join a 12-month integrated development program, combined with core foundation classroom training, experiential & action-oriented learning programs, professional development sponsorship, accelerator programs and career support, with stimulating on-the-job experience.    You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.     In addition, you will have the opportunity to expand your exposure through networking events and cross-business classes.  By the end of the program, you will be equipped with the essential knowledge, skills and hands-on experience to become a key member of Haitong International.  Departments in which you will work at: Compliance. Company Secretariat. Executive Committee Office. Finance. Global Technology & Operations. Human Resources. Internal Audit. Legal. Risk Management. Treasury.We offer an integrated program full of challenges and opportunities for you...  to develop as you learn. to contribute as you innovate. to be accountable as you make courageous but upright decisions. to collaborate as you work sincerely. to add value as you work hard.Required Skills and AbilitiesWe are looking for graduates from any discipline who can demonstrate: Ability to think quickly and innovatively when solving complex problems under pressure. Integrity and a positive spirit when working with others. A sincere and interpersonal quality that cultivates tight connections and stimulates collaboration. Being courageous; daring to act and being accountable for one’s decision. Have an interest in learning and keeping up with technological advancement as well as market trends & development.Who are we looking for: Final year fresh graduate of bachelor's degree/ master's degree in any disciplines attained at a top-tier university. Candidates with STEM major is an advantage. Good academic record with a minimum cumulative GPA of 3.3/ Second Class Honours Upper Division or equivalent. Fresh graduate or no more than 1 year of full-time working experience.Recruitment Process Application Period: 1 February to 31 March 2024. Selection Process: February – May 2024. Offer: Early May 2024.About Us:  Haitong International Securities Group Limited is an international financial institution with established presence in Hong Kong and a rapidly expanding network across the globe.   It strives to serve as a bridge linking up the Chinese and overseas capital markets.   Haitong International is well positioned to serve corporate, institutional, as well as high-net worth clients worldwide. Its well-established financial services platform provides a full spectrum of financial offerings including private wealth management, corporate finance, asset management, global markets businesses  "
71,Graduate Trainee Program 2024 - Engineering,Haitong Bank,You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.,31/03/2024,1800,"The ProgrammeWe are always looking for talented professionals to join us in the path towards success.The Graduate Trainee Program (Hong Kong) is open to final year university students or recent graduates with no more than a year’s experience who are eager to become competent functional experts in the investment banking industry.    You will join a 12-month integrated development program, combined with core foundation classroom training, experiential & action-oriented learning programs, professional development sponsorship, accelerator programs and career support, with stimulating on-the-job experience.    You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.     In addition, you will have the opportunity to expand your exposure through networking events and cross-business classes.  By the end of the program, you will be equipped with the essential knowledge, skills and hands-on experience to become a key member of Haitong International.  Departments in which you will work at: Compliance. Company Secretariat. Executive Committee Office. Finance. Global Technology & Operations. Human Resources. Internal Audit. Legal. Risk Management. Treasury.We offer an integrated program full of challenges and opportunities for you...  to develop as you learn. to contribute as you innovate. to be accountable as you make courageous but upright decisions. to collaborate as you work sincerely. to add value as you work hard.Required Skills and AbilitiesWe are looking for graduates from any discipline who can demonstrate: Ability to think quickly and innovatively when solving complex problems under pressure. Integrity and a positive spirit when working with others. A sincere and interpersonal quality that cultivates tight connections and stimulates collaboration. Being courageous; daring to act and being accountable for one’s decision. Have an interest in learning and keeping up with technological advancement as well as market trends & development.Who are we looking for: Final year fresh graduate of bachelor's degree/ master's degree in any disciplines attained at a top-tier university. Candidates with STEM major is an advantage. Good academic record with a minimum cumulative GPA of 3.3/ Second Class Honours Upper Division or equivalent. Fresh graduate or no more than 1 year of full-time working experience.Recruitment Process Application Period: 1 February to 31 March 2024. Selection Process: February – May 2024. Offer: Early May 2024.About Us:  Haitong International Securities Group Limited is an international financial institution with established presence in Hong Kong and a rapidly expanding network across the globe.   It strives to serve as a bridge linking up the Chinese and overseas capital markets.   Haitong International is well positioned to serve corporate, institutional, as well as high-net worth clients worldwide. Its well-established financial services platform provides a full spectrum of financial offerings including private wealth management, corporate finance, asset management, global markets businesses  "
72,Graduate Trainee Program 2024 - Law,Haitong Bank,You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.,31/03/2024,1800,"The ProgrammeWe are always looking for talented professionals to join us in the path towards success.The Graduate Trainee Program (Hong Kong) is open to final year university students or recent graduates with no more than a year’s experience who are eager to become competent functional experts in the investment banking industry.    You will join a 12-month integrated development program, combined with core foundation classroom training, experiential & action-oriented learning programs, professional development sponsorship, accelerator programs and career support, with stimulating on-the-job experience.    You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.     In addition, you will have the opportunity to expand your exposure through networking events and cross-business classes.  By the end of the program, you will be equipped with the essential knowledge, skills and hands-on experience to become a key member of Haitong International.  Departments in which you will work at: Compliance. Company Secretariat. Executive Committee Office. Finance. Global Technology & Operations. Human Resources. Internal Audit. Legal. Risk Management. Treasury.We offer an integrated program full of challenges and opportunities for you...  to develop as you learn. to contribute as you innovate. to be accountable as you make courageous but upright decisions. to collaborate as you work sincerely. to add value as you work hard.Required Skills and AbilitiesWe are looking for graduates from any discipline who can demonstrate: Ability to think quickly and innovatively when solving complex problems under pressure. Integrity and a positive spirit when working with others. A sincere and interpersonal quality that cultivates tight connections and stimulates collaboration. Being courageous; daring to act and being accountable for one’s decision. Have an interest in learning and keeping up with technological advancement as well as market trends & development.Who are we looking for: Final year fresh graduate of bachelor's degree/ master's degree in any disciplines attained at a top-tier university. Candidates with STEM major is an advantage. Good academic record with a minimum cumulative GPA of 3.3/ Second Class Honours Upper Division or equivalent. Fresh graduate or no more than 1 year of full-time working experience.Recruitment Process Application Period: 1 February to 31 March 2024. Selection Process: February – May 2024. Offer: Early May 2024.About Us:  Haitong International Securities Group Limited is an international financial institution with established presence in Hong Kong and a rapidly expanding network across the globe.   It strives to serve as a bridge linking up the Chinese and overseas capital markets.   Haitong International is well positioned to serve corporate, institutional, as well as high-net worth clients worldwide. Its well-established financial services platform provides a full spectrum of financial offerings including private wealth management, corporate finance, asset management, global markets businesses  "
73,Graduate Trainee Program 2024 - HR,Haitong Bank,You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.,31/03/2024,1800,"The ProgrammeWe are always looking for talented professionals to join us in the path towards success.The Graduate Trainee Program (Hong Kong) is open to final year university students or recent graduates with no more than a year’s experience who are eager to become competent functional experts in the investment banking industry.    You will join a 12-month integrated development program, combined with core foundation classroom training, experiential & action-oriented learning programs, professional development sponsorship, accelerator programs and career support, with stimulating on-the-job experience.    You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.     In addition, you will have the opportunity to expand your exposure through networking events and cross-business classes.  By the end of the program, you will be equipped with the essential knowledge, skills and hands-on experience to become a key member of Haitong International.  Departments in which you will work at: Compliance. Company Secretariat. Executive Committee Office. Finance. Global Technology & Operations. Human Resources. Internal Audit. Legal. Risk Management. Treasury.We offer an integrated program full of challenges and opportunities for you...  to develop as you learn. to contribute as you innovate. to be accountable as you make courageous but upright decisions. to collaborate as you work sincerely. to add value as you work hard.Required Skills and AbilitiesWe are looking for graduates from any discipline who can demonstrate: Ability to think quickly and innovatively when solving complex problems under pressure. Integrity and a positive spirit when working with others. A sincere and interpersonal quality that cultivates tight connections and stimulates collaboration. Being courageous; daring to act and being accountable for one’s decision. Have an interest in learning and keeping up with technological advancement as well as market trends & development.Who are we looking for: Final year fresh graduate of bachelor's degree/ master's degree in any disciplines attained at a top-tier university. Candidates with STEM major is an advantage. Good academic record with a minimum cumulative GPA of 3.3/ Second Class Honours Upper Division or equivalent. Fresh graduate or no more than 1 year of full-time working experience.Recruitment Process Application Period: 1 February to 31 March 2024. Selection Process: February – May 2024. Offer: Early May 2024.About Us:  Haitong International Securities Group Limited is an international financial institution with established presence in Hong Kong and a rapidly expanding network across the globe.   It strives to serve as a bridge linking up the Chinese and overseas capital markets.   Haitong International is well positioned to serve corporate, institutional, as well as high-net worth clients worldwide. Its well-established financial services platform provides a full spectrum of financial offerings including private wealth management, corporate finance, asset management, global markets businesses  "
74,Graduate Trainee Program 2024 - Administration,Haitong Bank,You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.,31/03/2024,1800,"The ProgrammeWe are always looking for talented professionals to join us in the path towards success.The Graduate Trainee Program (Hong Kong) is open to final year university students or recent graduates with no more than a year’s experience who are eager to become competent functional experts in the investment banking industry.    You will join a 12-month integrated development program, combined with core foundation classroom training, experiential & action-oriented learning programs, professional development sponsorship, accelerator programs and career support, with stimulating on-the-job experience.    You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.     In addition, you will have the opportunity to expand your exposure through networking events and cross-business classes.  By the end of the program, you will be equipped with the essential knowledge, skills and hands-on experience to become a key member of Haitong International.  Departments in which you will work at: Compliance. Company Secretariat. Executive Committee Office. Finance. Global Technology & Operations. Human Resources. Internal Audit. Legal. Risk Management. Treasury.We offer an integrated program full of challenges and opportunities for you...  to develop as you learn. to contribute as you innovate. to be accountable as you make courageous but upright decisions. to collaborate as you work sincerely. to add value as you work hard.Required Skills and AbilitiesWe are looking for graduates from any discipline who can demonstrate: Ability to think quickly and innovatively when solving complex problems under pressure. Integrity and a positive spirit when working with others. A sincere and interpersonal quality that cultivates tight connections and stimulates collaboration. Being courageous; daring to act and being accountable for one’s decision. Have an interest in learning and keeping up with technological advancement as well as market trends & development.Who are we looking for: Final year fresh graduate of bachelor's degree/ master's degree in any disciplines attained at a top-tier university. Candidates with STEM major is an advantage. Good academic record with a minimum cumulative GPA of 3.3/ Second Class Honours Upper Division or equivalent. Fresh graduate or no more than 1 year of full-time working experience.Recruitment Process Application Period: 1 February to 31 March 2024. Selection Process: February – May 2024. Offer: Early May 2024.About Us:  Haitong International Securities Group Limited is an international financial institution with established presence in Hong Kong and a rapidly expanding network across the globe.   It strives to serve as a bridge linking up the Chinese and overseas capital markets.   Haitong International is well positioned to serve corporate, institutional, as well as high-net worth clients worldwide. Its well-established financial services platform provides a full spectrum of financial offerings including private wealth management, corporate finance, asset management, global markets businesses  "
75,Graduate Trainee Program 2024 - IT,Haitong Bank,You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.,31/03/2024,1800,"The ProgrammeWe are always looking for talented professionals to join us in the path towards success.The Graduate Trainee Program (Hong Kong) is open to final year university students or recent graduates with no more than a year’s experience who are eager to become competent functional experts in the investment banking industry.    You will join a 12-month integrated development program, combined with core foundation classroom training, experiential & action-oriented learning programs, professional development sponsorship, accelerator programs and career support, with stimulating on-the-job experience.    You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.     In addition, you will have the opportunity to expand your exposure through networking events and cross-business classes.  By the end of the program, you will be equipped with the essential knowledge, skills and hands-on experience to become a key member of Haitong International.  Departments in which you will work at: Compliance. Company Secretariat. Executive Committee Office. Finance. Global Technology & Operations. Human Resources. Internal Audit. Legal. Risk Management. Treasury.We offer an integrated program full of challenges and opportunities for you...  to develop as you learn. to contribute as you innovate. to be accountable as you make courageous but upright decisions. to collaborate as you work sincerely. to add value as you work hard.Required Skills and AbilitiesWe are looking for graduates from any discipline who can demonstrate: Ability to think quickly and innovatively when solving complex problems under pressure. Integrity and a positive spirit when working with others. A sincere and interpersonal quality that cultivates tight connections and stimulates collaboration. Being courageous; daring to act and being accountable for one’s decision. Have an interest in learning and keeping up with technological advancement as well as market trends & development.Who are we looking for: Final year fresh graduate of bachelor's degree/ master's degree in any disciplines attained at a top-tier university. Candidates with STEM major is an advantage. Good academic record with a minimum cumulative GPA of 3.3/ Second Class Honours Upper Division or equivalent. Fresh graduate or no more than 1 year of full-time working experience.Recruitment Process Application Period: 1 February to 31 March 2024. Selection Process: February – May 2024. Offer: Early May 2024.About Us:  Haitong International Securities Group Limited is an international financial institution with established presence in Hong Kong and a rapidly expanding network across the globe.   It strives to serve as a bridge linking up the Chinese and overseas capital markets.   Haitong International is well positioned to serve corporate, institutional, as well as high-net worth clients worldwide. Its well-established financial services platform provides a full spectrum of financial offerings including private wealth management, corporate finance, asset management, global markets businesses  "
76,Graduate Trainee Program 2024 - Mathematics,Haitong Bank,You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.,31/03/2024,1800,"The ProgrammeWe are always looking for talented professionals to join us in the path towards success.The Graduate Trainee Program (Hong Kong) is open to final year university students or recent graduates with no more than a year’s experience who are eager to become competent functional experts in the investment banking industry.    You will join a 12-month integrated development program, combined with core foundation classroom training, experiential & action-oriented learning programs, professional development sponsorship, accelerator programs and career support, with stimulating on-the-job experience.    You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.     In addition, you will have the opportunity to expand your exposure through networking events and cross-business classes.  By the end of the program, you will be equipped with the essential knowledge, skills and hands-on experience to become a key member of Haitong International.  Departments in which you will work at: Compliance. Company Secretariat. Executive Committee Office. Finance. Global Technology & Operations. Human Resources. Internal Audit. Legal. Risk Management. Treasury.We offer an integrated program full of challenges and opportunities for you...  to develop as you learn. to contribute as you innovate. to be accountable as you make courageous but upright decisions. to collaborate as you work sincerely. to add value as you work hard.Required Skills and AbilitiesWe are looking for graduates from any discipline who can demonstrate: Ability to think quickly and innovatively when solving complex problems under pressure. Integrity and a positive spirit when working with others. A sincere and interpersonal quality that cultivates tight connections and stimulates collaboration. Being courageous; daring to act and being accountable for one’s decision. Have an interest in learning and keeping up with technological advancement as well as market trends & development.Who are we looking for: Final year fresh graduate of bachelor's degree/ master's degree in any disciplines attained at a top-tier university. Candidates with STEM major is an advantage. Good academic record with a minimum cumulative GPA of 3.3/ Second Class Honours Upper Division or equivalent. Fresh graduate or no more than 1 year of full-time working experience.Recruitment Process Application Period: 1 February to 31 March 2024. Selection Process: February – May 2024. Offer: Early May 2024.About Us:  Haitong International Securities Group Limited is an international financial institution with established presence in Hong Kong and a rapidly expanding network across the globe.   It strives to serve as a bridge linking up the Chinese and overseas capital markets.   Haitong International is well positioned to serve corporate, institutional, as well as high-net worth clients worldwide. Its well-established financial services platform provides a full spectrum of financial offerings including private wealth management, corporate finance, asset management, global markets businesses  "
77,Graduate Trainee Program 2024 - Compliance,Haitong Bank,You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.,31/03/2024,1800,"The ProgrammeWe are always looking for talented professionals to join us in the path towards success.The Graduate Trainee Program (Hong Kong) is open to final year university students or recent graduates with no more than a year’s experience who are eager to become competent functional experts in the investment banking industry.    You will join a 12-month integrated development program, combined with core foundation classroom training, experiential & action-oriented learning programs, professional development sponsorship, accelerator programs and career support, with stimulating on-the-job experience.    You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.     In addition, you will have the opportunity to expand your exposure through networking events and cross-business classes.  By the end of the program, you will be equipped with the essential knowledge, skills and hands-on experience to become a key member of Haitong International.  Departments in which you will work at: Compliance. Company Secretariat. Executive Committee Office. Finance. Global Technology & Operations. Human Resources. Internal Audit. Legal. Risk Management. Treasury.We offer an integrated program full of challenges and opportunities for you...  to develop as you learn. to contribute as you innovate. to be accountable as you make courageous but upright decisions. to collaborate as you work sincerely. to add value as you work hard.Required Skills and AbilitiesWe are looking for graduates from any discipline who can demonstrate: Ability to think quickly and innovatively when solving complex problems under pressure. Integrity and a positive spirit when working with others. A sincere and interpersonal quality that cultivates tight connections and stimulates collaboration. Being courageous; daring to act and being accountable for one’s decision. Have an interest in learning and keeping up with technological advancement as well as market trends & development.Who are we looking for: Final year fresh graduate of bachelor's degree/ master's degree in any disciplines attained at a top-tier university. Candidates with STEM major is an advantage. Good academic record with a minimum cumulative GPA of 3.3/ Second Class Honours Upper Division or equivalent. Fresh graduate or no more than 1 year of full-time working experience.Recruitment Process Application Period: 1 February to 31 March 2024. Selection Process: February – May 2024. Offer: Early May 2024.About Us:  Haitong International Securities Group Limited is an international financial institution with established presence in Hong Kong and a rapidly expanding network across the globe.   It strives to serve as a bridge linking up the Chinese and overseas capital markets.   Haitong International is well positioned to serve corporate, institutional, as well as high-net worth clients worldwide. Its well-established financial services platform provides a full spectrum of financial offerings including private wealth management, corporate finance, asset management, global markets businesses  "
78,Graduate Trainee Program 2024 - Science,Haitong Bank,You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.,31/03/2024,1800,"The ProgrammeWe are always looking for talented professionals to join us in the path towards success.The Graduate Trainee Program (Hong Kong) is open to final year university students or recent graduates with no more than a year’s experience who are eager to become competent functional experts in the investment banking industry.    You will join a 12-month integrated development program, combined with core foundation classroom training, experiential & action-oriented learning programs, professional development sponsorship, accelerator programs and career support, with stimulating on-the-job experience.    You will start as a graduate trainee in a designated department which matches your background and interests and work with our business and functional experts for professional knowledge development and network building.     In addition, you will have the opportunity to expand your exposure through networking events and cross-business classes.  By the end of the program, you will be equipped with the essential knowledge, skills and hands-on experience to become a key member of Haitong International.  Departments in which you will work at: Compliance. Company Secretariat. Executive Committee Office. Finance. Global Technology & Operations. Human Resources. Internal Audit. Legal. Risk Management. Treasury.We offer an integrated program full of challenges and opportunities for you...  to develop as you learn. to contribute as you innovate. to be accountable as you make courageous but upright decisions. to collaborate as you work sincerely. to add value as you work hard.Required Skills and AbilitiesWe are looking for graduates from any discipline who can demonstrate: Ability to think quickly and innovatively when solving complex problems under pressure. Integrity and a positive spirit when working with others. A sincere and interpersonal quality that cultivates tight connections and stimulates collaboration. Being courageous; daring to act and being accountable for one’s decision. Have an interest in learning and keeping up with technological advancement as well as market trends & development.Who are we looking for: Final year fresh graduate of bachelor's degree/ master's degree in any disciplines attained at a top-tier university. Candidates with STEM major is an advantage. Good academic record with a minimum cumulative GPA of 3.3/ Second Class Honours Upper Division or equivalent. Fresh graduate or no more than 1 year of full-time working experience.Recruitment Process Application Period: 1 February to 31 March 2024. Selection Process: February – May 2024. Offer: Early May 2024.About Us:  Haitong International Securities Group Limited is an international financial institution with established presence in Hong Kong and a rapidly expanding network across the globe.   It strives to serve as a bridge linking up the Chinese and overseas capital markets.   Haitong International is well positioned to serve corporate, institutional, as well as high-net worth clients worldwide. Its well-established financial services platform provides a full spectrum of financial offerings including private wealth management, corporate finance, asset management, global markets businesses  "
