,Job Title,Company,Job Brief,Deadline Date,Deadline Time,Job Description
40,"Associate, IoT Product Management - Catalyst WSP",Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge? Job Responsibilities: There will be ample opportunity to be working closely with both internal and external stakeholders such as customers, sales and engineering team in providing your expertise advice for product feature prioritization and tactical executionYou will be working closely with customers in gathering their feedback and requirements to drive prioritization for product investmentsDevelop detailed personas, use cases and functional requirements to communicate these needs to engineeringDrive roadmap, positioning, requirements, and feature delivery for a new productOpportunity to serve as the subject matter for industrial IoT Connectivity and related products.Requirements:A completed diploma from a reputable Polytechnic 3 year or less work experience"
41,Network Engineer (Data Center) - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"At Singtel, we believe in the strength of a vibrant, diverse and inclusive workforce where backgrounds, perspectives and life experiences of our people help us innovate and create strong connections with our customers. We strive to ensure all our people practices are non-discriminatory and provide a fair, performance-based work culture that is diverse, inclusive and collaborative. Join us and experience what it’s like to be with an Employer of Choice*. Together, let’s create a brighter digital future for all. *Awarded at the HR Fest Awards 2020.Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Responsibilities:Provide support for DC network transformation project with IT requirements.Domain expertise in network configuration and all relevant knowledge in cyber security application.Manage multi-stakeholders expectations.Ability to work with different level of workforce to implement project.Prepare and present to top executives on project execution plans.Requirements:A completed diploma from a reputable Polytechnic.3 year or less work experience."
42,Satellite Associate Engineer (Satellite Platform & Systems) - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Singtel Group Enterprise is the leading ICT solutions provider in Asia Pacific. For businesses, Singtel offers a complementary array of workforce mobility solutions, data hosting, cloud, network infrastructure, analytics and cyber-security capabilities. Creativity and innovation drive everything that we do. We constantly look for better ways of doing business, create distinctive solutions and develop compelling business models that deliver new value to our customers and ourselves.The Associate Engineer will be responsible for Satellite platform and systems supporting satellite services. He/She possesses in experience in networking, systems and security, or relevant experience in Satellite environment.To maintain, operate and monitor Satellite platforms equipment such as Routers, Switches, iDirect Hubs systems, Firewalls, Satellite modems, 2FA systemsTo provide Satellite platform support and problem management for Maritime VSAT (MVSAT), Mail platforms, Voice & data Services, ICT devices such as Smartbox, SIP phone, firewall and Security.To perform configuration, implementation, and commissioning of the satellite servicesTo review incident management and escalation from stakeholders and to ensure the SLA for the services are met.To support implementation of solutions on new systems, products, implementation, customized solutionsTo support Change Management for systems, OS upgrades and security & vulnerabilities patchesTo review resource and utilization of the network and system capacity.Requirements:A completed diploma from a reputable Polytechnic3 year or less work experienceCandidates with no work experience are also encourage to apply"
43,RPA Developer - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Job Responsibilities:Responsible to deliver Robotic Process Automation (RPA) by designing RPA process workflow, programming RPA software, ensuring quality assurance of RPA codes and maintenance of RPA code.Key Responsibility:Develop RPA software to deliver against business requirements.  Facilitate workshops; work with process owners/SMEs and technology teams to analyse and assess automation feasibility as well as document business requirements, processes and work instructions.Carry out end-to-end testing, troubleshooting and training of robots. Support change management of existing processes.Prepare monthly reports on robotic analytics for management and other business units.Requirements:Diploma in Computer Science / Engineering or related discipline.Knowledge in process analysis and requirements gatheringKnowledge in RPA tools such as UiPath, Kryon, Automation Anywhere.UiPath Developer CertificationAble to automate through scripting using python/Perl/VB/shell script.Knowledge in Database SQL language.Ability to work both independently and as part of a team with professionals at all levelsStrong commitment to professional and service excellence"
44,Solution Designer - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?This role is accountable for the digital marketing and marketing cloud capabilities of Singtel within Group IT:Business requirements, functional design, process design (including scenario design, flow mapping, customer journeys), prototyping, configuration, testing, training, defining support proceduresProvide ongoing operational support for marketing / campaign solutionsShow marketers how to best create campaign and how to manage and use data forEffective marketing campaignsJob ResponsibilitiesDesign, develop & support the marketing/next best offer use cases provided by our Business usersAct as consultant to our Business users on marketing system processes (from data / event triggers to automated program flows to downstream systems integration)Support strategic projects in marketing spaceUnderstand business requirements and objectives in order to analyze / assess the relevant customer data-sets needed and propose actionable marketing/campaign planning process and its operationsConsult and guide users on their new initiatives or enhancementsPerform solution design and implementation related to digital marketing and marketing cloud platform that is in accordance with Group IT Strategy & ArchitectureIntegrate and maintain marketing cloud connector, Rest API, for real-time data exchange and for triggering email activity, etc, as well as SFTP jobs for batch data exchangeDeliver or support the development of cost estimates based on the solution designProvide User Acceptance Test (UAT) support to usersSupport broad range of digital marketing projects related to marketing campaign, customer segmentation, campaign optimization, channels effectiveness etc.Design, develop & support the marketing/next best offer use cases provided by our Business usersAct as consultant to our Business users on marketing system processes (from data / event triggers to automated program flows to downstream systems integration)Support strategic projects in marketing spaceUnderstand business requirements and objectives in order to analyze / assess the relevant customer data-sets needed and propose actionable marketing/campaign planning process and its operationsConsult and guide users on their new initiatives or enhancementsPerform solution design and implementation related to digital marketing and marketing cloud platform that is in accordance with Group IT Strategy & ArchitectureIntegrate and maintain marketing cloud connector, Rest API, for real-time data exchange and for triggering email activity, etc, as well as SFTP jobs for batch data exchangeDeliver or support the development of cost estimates based on the solution designProvide User Acceptance Test (UAT) support to usersSupport broad range of digital marketing projects related to marketing campaign, customer segmentation, campaign optimization, channels effectiveness etc.Requirements:A completed diploma from a reputable Polytechnic3 years or less work experience"
45,IT Automation Engineer - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Job Responsibilities:In this role, your job will be to develop and support operations support systems (OSS). You will be involved in application development, testing, as well as support and maintenance of the systems, to ensure that systems meet user’s functional and system requirementKey Responsibility:Participate in requirement workshop to capture software and system requirementBuild and maintain software application and automation scripts for automating process or infrastructure management tasks such and provisioning, troubleshooting, resolution, configuration change, compliance checkParticipate and work in an agile environment to deliver software release according to release scheduleDevelop automation scripts for the deployment and release of software code and packagesDevelop efficient and clean codeManage code documentation and version controlTroubleshoot and debug softwareParticipate in on-call rotation to resolve production issueRequirements:Diploma in Computer Science / Engineering or related discipline.Knowledge in at least one programming languages such as Java, Python or C#Knowledge of OOP, data structures, algorithms, and computer science fundamentalsKnowledge in Linux or Windows operating systemGood communication and writing skill and problem-solving skillExternal Requirements:A completed diploma from a reputable Polytechnic3 year or less work experienceInternal Requirements:A completed diploma from a reputable Polytechnic"
46,OSS Planning Engineer - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Be a Part of Something BIG!Singtel Networks, the most established telecommunications infrastructure provider in Singapore is transforming to enable the digital generation of tomorrow. We are introducing new capabilities in 5G, Cloud, Analytics, Digital Commerce, Software Engineering, Cyber Security to enhance our core competencies and deliver innovative and differentiated Mobile and Fixed services (Broadband, TV and Telephony) for our customers. We are committed to celebrating inclusion and diversity and is a strong believer to upskill and nurture all individuals.The successful candidate will learn the planning, implementation and operations of the Assurance OSS (Operations Support System) solutions.Make an Impact byResponsible for planning, implementation, and operations of the Assurance OSS (Operations Support System) solutions in the area of event, performance, asset and service management for the Fixed, Mobile, Broadband, IPTV and Transmission networks.Assist the manager in managing and monitor CAPEX and OPEX expenditurePlan and review the OSS Assurance architecture and cost-effectively implement new OSS systems or upgrade existing systems, to support new network elements or technology deployed in the networkProvide tools to automate some of the processes for usersBe part of a team to operate and maintain the OSS systems to ensure it meets the SLAEnrich the scope of work to improve productivity by leveraging on automationInvolve in technical planning, implementation and delivery for enhancement projectsLiaise and co-ordinate with system vendor(s) for the delivery, testing and timely implementation of new software, hardware and modules.System and Platform Patch loading, implementation of software and hardware upgrades on its related service nodes.Responsible for supporting the daily operation effectiveness of systems.Requirements:A completed diploma from a reputable Polytechnic3 year or less work experienceCandidates with no work experience are also encourage to apply"
47,Senior Associate Engineer (C# Developer) - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Be a Part of Something BIG! Make an Impact byParticipate and collaborate on design and solutioning.Administer CRM/CPQ environment(s)Perform configuration and customisation based on agreed design.Convert end user requirements into technical documents for developers (onshore and offshore if applicable).Keep up to date with SFDC product developments (new acquisitions, features and functions that can add value to business)Develop, test, and document all implementation work rigorously and accuratelyRequirementsDiploma in Computer Science (or related) from a reputable Polytechnic (graduated within recent 3 years or 5 years if you serve NS)Only Singaporeans/Singapore PR is eligible for the Catalyst programAble to code in Java and/or C#"
48,Network Infrastructure Engineer - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?The successful candidate will join our team as a Network Infrastructure Engineer providing first and second level operations support for our Corporate IP Infrastructure. The candidate will play a vital role in monitoring and managing faults, ensuring the smooth operation of our network.Gain hands-on experience working on cutting-edge network infrastructure projects involving hardware, software, and network management systems in a top-tier telecommunications environment.Learn and develop skills in virtualization and containerization technologies such as VMware and Virtual Box, as well as scripting in languages like shell scripts, Perl, and Python.Expand knowledge in network security design, concepts, and products, including firewall, IPS, Web App Firewall, Identity Management, Single Sign-On VPN, encryption/PKI, and other network security risks and compensating controls.Learn how to monitor and maintain network performance effectively, including troubleshooting and resolving faults and issues within the MPLS VPN network services.Acquire the skill of preparing statistical reports that analyze network and equipment performance, providing insights into areas for improvement and supporting data-driven decision-making.Requirements:A completed diploma from a reputable Polytechnic.3 year or less work experience.Candidates with no work experience are also encourage to apply."
49,WSP - Associate Engineer - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?At Singtel, our mission is to Empower Every Generation. We are dedicated to fostering an equitable and forward-thinking work environment where our employees experience a strong sense of Belonging, to make meaningful Impact and Grow both personally and professionally. By joining Singtel, you will be part of a caring, inclusive and diverse workforce that creates positive impact and a sustainable future for all.What you will do?Monitoring and detection of security events & incidents; Report, escalate and investigate any security breaches to relevant stakeholders and SOC Director.Provide network and security systems support to users, incident management, problem management, patch and vulnerability management and change managementOperate vulnerability scanning and compliance tools to identify system weaknesses and liaise with other Business Units to co-ordinate remedial actions.Maintain proper incident, patch and change management control with accordance to operations requirements.Onboarding IT and Network systems/platforms to the Security Incident Event Management (SIEM) Service, including developing use-cases, tuning, and optimizing, to improve effectiveness and accuracy of SIEM threat alerts.Develop SIEM correlation rules for security monitoring and detection of new threatsDeploy related projects and provide consultation to various project stakeholders as a Subject Matter Expert (SME).Performing the Continuous Service Improvement (CSI) function and participate in Operation Excellence forums to drive Continuous Improvement (CI) activities.RequirementsDiploma in Computer Sciences, Engineering, Information Technology, Cyber security-related field or equivalent discipline.Good understanding of networking protocols such as BGP, EIGRP, OSPF, MPLSStrong Knowledge in network security devices (NextGen Firewalls, IDS, IPS, UTM, SIEM, SOAR etc)Basic knowledge of cyber intelligence tools, processes and reportsStrong interpersonal skills and ability to collaborate effectively with all levels of personnel and stakeholders.Excellent attention to detail, verbal/written communication skills, and strong organization and time management skills, as well as the ability to effectively manage multiple tasks simultaneously under general supervision.Technical skills in the area of cybersecurity engineering, IP network, cybersecurity detection/prevention technologies, virtualisation platforms and security controls."
50,System Engineer (Data Center) - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?The incumbent will be able to deepen the domain expertise Cloud Computing, System Automation and DevOpsResponsibilitiesManage existing systems, including server, storageAssist in Cloud implementationPerform system automation and integrationMonitor standards/policy compliance by executing governance processes and toolsRequirements:A completed diploma from a reputable Polytechnic or3 years or less work experience"
51,DevOps Engineer (Data Center) - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?The incumbent will be able to deepen the domain expertise in DevOPS/ Automation, Cloud Computing, System DesignResponsibilities Develop and implement RPA strategies and roadmaps that align with the overall business objectivesSupport in the design, development, testing and troubleshooting of RPA solutionsCreating and maintaining technical documentation related to the development of botsProvide support for automating existing processes and workflowDomain expertise in system integration application.Manage multi-stakeholders expectations.Ability to work with different level of workforce to implement project.Prepare and present to top executives on project execution plans.Requirements:A completed diploma from a reputable Polytechnic or3 years or less work experience"
52,Senior Associate Engineer (Chatbot Developer) - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Be a Part of Something BIG! Make an Impact byDesign and development of applications and ensuring high performance, solid reliability, low latency and high flexibility.Work closely with product management/leadership teams to design and build new features and insightful metrics focused on making top class user experience.Build tools and drive system improvements to make it easier for customer and apps teams to adopt and use the platform.Complete Operations Support tasks assigned including troubleshooting, housekeeping, log analysis, managing CI-CD pipelines, deploying changes and proactively improving monitoring and service availability.Requirements:Diploma in Computer Science (or related) from a reputable Polytechnic (graduated within recent 3 years or 5 years if you serve NS)Only Singaporeans/Singapore PR is eligible for the Catalyst programAble to code in any programming languageIs keen in Chatbot developmentSelf starter with personal projects accomplished"
53,Data Analyst - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Be a Part of Something BIG! We are seeking a detail-oriented Data Engineer to join our Design and Architecture (DNA) team. As a Data Engineer, you will be responsible for analysing complex data sets, extracting meaningful insights and build appealing and insightlful dashboard, reports, and presentations with actionable recommendations to support startegic descision-making within the organization. You will collaborate closley with cross-fucntional teams, including architcts, engineers, and business stakeholders, to drive data-driven initiatives and optimize enterprise-wide solutions.Make an impactResponsible for analyzing complex data sets, extracting meaningful insights, and providing actionable recommendations to support strategic decision-making within the organization.To collaborate closely with cross-functional teams, including architects, engineers, and business stakeholders, to drive data-driven initiatives and optimize enterprise-wide solutions.Skills for success A completed diploma from a reputable Polytechnic3 year or less work experienceRewards that Go BeyondHybrid work arrangementsFull suite of health and wellness benefits Ongoing training and development programs Internal mobility opportunitiesYour Career Growth Starts Here. Apply Now!"
54,Senior Associate Engineer (React JS Developer) - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Be a Part of Something BIG! Make an Impact byAnalyse Module specifications work with developers to coordinate the work, track the progress of the workReview unit test package and SIT test scenarios, tests & document test results to ensure the quality of the programTrack the end-to-end Module delivery development to SITEnd to End integration testing, system testingSupport User Acceptance Test (UAT) & implementation activities to fix the reported problems/bugs of the system to ensure the smooth execution of programs in the production environmentWork with developers to Investigate all reported problems/errors & initiate amendments & testing so that the system can operate correctly & efficientlyPrepare Review & maintain up-to-date technical documentation, flow diagrams and system documentation.Ensure codes reviews comply with telecom security guidelinesRequirementsDiploma in Computer Science (or related) from a reputable Polytechnic (graduated within recent 3 years or 5 years if you serve NS)Only Singaporeans/Singapore PR is eligible for the Catalyst programAble to code in React JS and Spring Boot"
55,Senior Associate Engineer - Catalyst WSP,Singtel Singapore,Singtel x Singapore Institute of Technology (SIT) have embarked on a Work-Study Programme (WSP) open to Polytechnic Diploma holders to kickstart a tech career with Singtel while pursuing a university honours degree in Applied Computing.,29/02/2024,1559,"Singtel x Singapore Institute of Technology have embarked on a Work-Study Programme (WSP) launched in Feb 2023. The WSP is called “The Catalyst Programme” which is a structured on-the-job (OJT) development WSP that allows Polytechnic Diploma holders to secure a full-time position with Singtel while pursuing a university honours degree in Applied Computing. This programme is open to Singtel’s internal employees as well as external polytechnic diploma holders preferably from the ICT domain. Non-ICT diploma holders are encouraged to apply as well. In line with building capability in Singapore ICT sector this program will develop & groom talent over a 3-year period completing micro-credentials for each module which eventually stack-up to an honours degree in Applied Computing. Candidates will be offered a specific role as the one shared below. Are you ready for this challenge?Singtel Group Enterprise is the leading ICT solutions provider in Asia Pacific. For businesses, Singtel offers a complementary array of workforce mobility solutions, data hosting, cloud, network infrastructure, analytics and cyber-security capabilities. Creativity and innovation drive everything that we do. We constantly look for better ways of doing business, create distinctive solutions and develop compelling business models that deliver new value to our customers and ourselves.The role of the Service Delivery and Operations Associate Engineer is assist the Engineer to deliver projects (build, expand, enhance)  on the Networks Cloud and follow through with the operations and maintenance of it to ensure that it meets the service level targets.Job ResponsibilitiesService DeliveryInvolve in technical implementation and delivery for enhancement projectsAssist in validating the test cases for the servicePerform system and service testing to roll-out new related products and services.Service OperationsResponsible for supporting the daily operation of servers (HW & SW mainly in Linux OS) and storage systems.System and Platform Patch loading, implementation of software and hardware upgradesMonitoring of System alarms and execute commands to rectify possible issue. Will need to work outside normal working hours to carry out upgrades and patch loading as such activities may disrupt services.Pre-RequisiteBasic knowledge on Linux Operating SystemBasic knowledge on IP networking fundamentalsKnowledge on programming and writing Shell ScriptsRequirements:A completed diploma from a reputable Polytechnic3 years or less work experience"
